Latidude, Longitude
60.4964648,8.0674694
60.4963741,8.0673787
60.4962347,8.0672549
60.4954226,8.0665807
60.4948296,8.0655466
60.4944268,8.0644448
60.4933778,8.0574384
60.4934896,8.0568689
60.4939828,8.0543062
60.4942573,8.0528659
60.4943636,8.052301
60.4944892,8.0516492
60.4946293,8.0509142
60.4949184,8.049555
60.4951359,8.0488909
60.4966949,8.0463246
60.496846,8.0461006
60.4973632,8.0452248
60.4983383,8.0426117
60.4987779,8.0411743
60.4989826,8.0398062
60.4990219,8.0380806
60.4990115,8.0378453
60.4989719,8.0373879
60.4985736,8.0348249
60.4990963,8.0308117
60.4998168,8.0293372
60.4999763,8.0290011
60.5001958,8.0284834
60.5009254,8.0264397
60.5021119,8.0231309
60.5027099,8.0214495
60.5028625,8.0210186
60.5038572,8.0181676
60.5040961,8.0171342
60.5041337,8.0169702
60.5043397,8.016071
60.5044245,8.0156934
60.5044543,8.0155606
60.5045923,8.0149363
60.5046542,8.0146604
60.5047272,8.0143361
60.5050222,8.0130362
60.5052579,8.0114419
60.5052633,8.0113326
60.5052762,8.0109438
60.5052827,8.0107375
60.5053296,8.0093688
60.5054032,8.0072983
60.5054424,8.0062087
60.5054584,8.0057699
60.505493,8.0047906
60.5055448,8.0033154
60.5055855,8.0021896
60.5056396,8.0005514
60.5057372,7.9989651
60.5062846,7.990653
60.5061739,7.9895085
60.5061665,7.9894295
60.5061148,7.9889266
60.5060494,7.988395
60.5040876,7.9798801
60.5040543,7.9781947
60.5040477,7.9776669
60.5040086,7.9746043
60.5040043,7.974321
60.5037696,7.9691419
60.5034968,7.9676764
60.5033993,7.9673674
60.5026511,7.9640694
60.5026882,7.9622922
60.5027731,7.9599116
60.5032691,7.9556669
60.5036691,7.9535324
60.5042897,7.9471049
60.5047438,7.9439081
60.5050575,7.9427508
60.5058843,7.9398063
60.5065746,7.9373354
60.5072926,7.9347659
60.5083499,7.9309788
60.5084239,7.9307142
60.5089168,7.9289652
60.5096453,7.9247759
60.5096839,7.9235324
60.509069,7.920891
60.5085711,7.9192386
60.5082486,7.918026
60.5078762,7.9166414
60.5062121,7.9121321
60.5046343,7.9112254
60.5042601,7.9102137
60.5036043,7.9083871
60.5029721,7.9047333
60.5049164,7.9008442
60.5051886,7.8995644
60.5059088,7.8961812
60.5059724,7.8959831
60.5067006,7.8937265
60.5067947,7.8934346
60.5071684,7.8922805
60.5074508,7.8914029
60.5077096,7.8905935
60.5082589,7.888899
60.5087973,7.8872134
60.5097027,7.8844373
60.5103036,7.8825665
60.5103684,7.8823659
60.5114867,7.8789303
60.5123319,7.8746848
60.512817,7.873167
60.5133129,7.8706827
60.5133371,7.8705462
60.5138114,7.8673318
60.5137691,7.8669102
60.5133807,7.8658609
60.513013,7.8651985
60.5121758,7.8635767
60.5120533,7.8632107
60.5120411,7.8631704
60.5120072,7.8630051
60.5141065,7.8551856
60.5137107,7.8545016
60.5130459,7.8532627
60.512631,7.8524819
60.5121692,7.8519169
60.5110766,7.8511355
60.5107746,7.8511133
60.5105707,7.8511594
60.510362,7.8512463
60.5102776,7.8512989
60.5100514,7.8515104
60.5087541,7.8527857
60.5058154,7.8542559
60.5055831,7.8544846
60.5043642,7.8583108
60.5042466,7.8585017
60.5035101,7.8594187
60.5028716,7.8598986
60.4992899,7.8717808
60.4991633,7.8720953
60.4986457,7.8727329
60.4972942,7.8725645
60.4870402,7.8563635
60.4864117,7.8559466
60.4861567,7.8558295
60.4848547,7.8548234
60.4837595,7.8508565
60.4798682,7.8306001
60.4628337,7.8162213
60.4612224,7.8185353
60.4555727,7.8161254
60.454879,7.8164328
60.4536564,7.8180205
60.4514836,7.8211887
60.4397151,7.8123325
60.4394932,7.8116704
60.4390076,7.8102102
60.4393147,7.7891943
60.4387423,7.7877174
60.4375158,7.7845751
60.437064,7.7834259
60.4369416,7.7831153
60.436803,7.7827602
60.43656,7.7819427
60.4362473,7.7802465
60.4346105,7.7711878
60.4231108,7.7286014
60.4213655,7.7167652
60.4198356,7.6930677
60.419853,7.692904
60.418657,7.688018
60.418287,7.686927
60.418153,7.68631
60.418054,7.685622
60.418004,7.683787
60.417804,7.67918
60.4174503,7.6766646
60.4174143,7.6764916
60.400294,7.615358
60.400233,7.615308
60.376945,7.566015
60.374052,7.548747
60.370062,7.522689
60.369972,7.522475
60.369009,7.52003
60.3681917,7.5038426
60.3682033,7.5037505
60.3682558,7.5032574
60.3683087,7.5027229
60.372126,7.480678
60.373326,7.477381
60.374697,7.474195
60.375231,7.473401
60.379204,7.454156
60.380191,7.451225
60.381409,7.436031
60.381,7.433672
60.380951,7.429128
60.381332,7.427837
60.38214,7.426007
60.382654,7.424578
60.382853,7.42345
60.38239,7.414541
60.382676,7.413611
60.3854863,7.3971387
60.385669,7.39196
60.39106,7.387938
60.39598,7.38993
60.397496,7.388196
60.399276,7.385705
60.400419,7.382265
60.401932,7.37199
60.402052,7.371634
60.40247,7.37039
60.403385,7.368416
60.403471,7.368279
60.4035454,7.3681435
60.403705,7.367867
60.403767,7.367745
60.403966,7.366552
60.406129,7.359724
60.406456,7.35956
60.407755,7.358494
60.408198,7.357542
60.4083,7.357325
60.411463,7.353304
60.412012,7.348548
60.41199,7.347052
60.4123778,7.3413005
60.412575,7.339174
60.412632,7.3364253
60.412658,7.335509
60.4125424,7.3325394
60.412057,7.330917
60.41093,7.325644
60.410777,7.325141
60.409546,7.320721
60.409029,7.3169922
60.409277,7.314846
60.4110253,7.298578
60.4116689,7.2936813
60.411693,7.292814
60.411679,7.292408
60.411956,7.288777
60.411847,7.286439
60.411906,7.284697
60.411885,7.283585
60.41176,7.282556
60.411662,7.281803
60.411549,7.280933
60.4112128,7.2783372
60.410898,7.270633
60.411141,7.269373
60.415638,7.260487
60.416965,7.261355
60.418455,7.260966
60.418548,7.260877
60.4192271,7.2603767
60.4194379,7.2603224
60.419683,7.260234
60.420439,7.258941
60.42152,7.256478
60.4225048,7.2498041
60.422696,7.249311
60.423098,7.248584
60.423198,7.248458
60.425288,7.246331
60.4252377,7.2409308
60.42431,7.236606
60.4241487,7.2357734
60.4247103,7.23614
60.424568,7.239878
60.425688,7.236076
60.424645,7.23233
60.423104,7.207912
60.422881,7.206576
60.421674,7.207478
60.4193261,7.208404
60.4189347,7.2075217
60.4188383,7.2073542
60.418031,7.19921
60.4215966,7.187295
60.421705,7.182869
60.416756,7.149485
60.421193,7.141461
60.421683,7.141101
60.421984,7.140709
60.423212,7.136663
60.42347,7.135203
60.4237329,7.1331482
60.4238439,7.1314108
60.4238095,7.1293908
60.423694,7.127358
60.423975,7.123878
60.423993,7.123737
60.4242394,7.1209451
60.424267,7.120636
60.424531,7.1178425
60.4246059,7.117046
60.4246862,7.1162082
60.4247296,7.1157196
60.42474,7.115609
60.4248195,7.1147873
60.425158,7.111791
60.4422987,7.1066751
60.442425,7.106759
60.446426,7.101217
60.448562,7.097799
60.449262,7.097116
60.4518033,7.0933418
60.452717,7.092138
60.455362,7.092592
60.457098,7.091214
60.4571244,7.0860232
60.457229,7.084864
60.458151,7.082393
60.460408,7.080471
60.460854,7.07999
60.461261,7.079545
60.461681,7.079102
60.461737,7.079033
60.464075,7.073936
60.4648749,7.0726311
60.4653638,7.0719433
60.46592,7.070933
60.466026,7.070664
60.466289,7.069989
60.4664827,7.0694998
60.4665701,7.068761
60.4665367,7.0686547
60.4663858,7.0682547
60.4662112,7.0677823
60.4660266,7.067268
60.465869,7.066885
60.4653998,7.0653886
60.463449,7.059077
60.4640809,7.0576693
60.464797,7.056427
60.46659,7.053811
60.469139,7.048226
60.469629,7.047594
60.47029,7.046579
60.482087,6.997007
60.48214,6.992271
60.481828,6.990838
60.481789,6.990522
60.481713,6.989677
60.4816865,6.9893807
60.4816601,6.9890682
60.481559,6.987808
60.481549,6.987693
60.4778921,6.9632966
60.4778502,6.963118
60.4734395,6.9493201
60.472759,6.947729
60.471559,6.934384
60.471358,6.927786
60.471505,6.920202
60.4714801,6.9173815
60.4714768,6.9165024
60.471473,6.915649
60.471523,6.913309
60.471281,6.909165
60.471102,6.908606
60.4707984,6.907841
60.47068,6.907533
60.4705078,6.9069925
60.4703758,6.9062297
60.4697404,6.8999261
60.468361,6.895689
60.46806,6.894703
60.467759,6.893054
60.467709,6.892608
60.467862,6.883009
60.468464,6.879577
60.469576,6.867454
60.470169,6.863136
60.470319,6.861082
60.46973,6.854478
60.469737,6.853771
60.469776,6.850113
60.4697765,6.8499784
60.4696552,6.8469174
60.4693403,6.8415584
60.4693981,6.8397858
60.4695695,6.8347882
60.4695971,6.8339058
60.4681927,6.8288702
60.4661341,6.8284609
60.4659264,6.8284318
60.4658504,6.8283484
60.4657196,6.8284327
60.4657907,6.8289174
60.465932,6.8293237
60.4730053,6.837022
60.4731234,6.8368787
60.4732743,6.8366946
60.4748241,6.8348029
60.4763707,6.8329151
60.4837814,6.823868
60.487273,6.8215003
60.489615,6.823479
60.489767,6.823849
60.489788,6.82406
60.489899,6.824191
60.490046,6.823822
60.490158,6.823374
60.4915252,6.819898
60.5065095,6.7878787
60.5319088,6.7397916
60.5321217,6.7370042
60.5329402,6.7351599
60.5333858,6.7347414
60.5345269,6.7342618
60.5345793,6.734241
60.5347789,6.7341372
60.5350871,6.7338301
60.5360608,6.7325159
60.5370881,6.7299576
60.5383021,6.7275219
60.5383322,6.7274824
60.5446243,6.7234447
60.5482781,6.7270377
60.5501108,6.7278518
60.5533987,6.7303449
60.5542268,6.7306163
60.5549951,6.7303068
60.5551319,6.7303156
60.5560773,6.7318316
60.5573357,6.7304521
60.5588612,6.7284034
60.5589647,6.7282979
60.5595183,6.7278236
60.5665482,6.7227011
60.5680935,6.7227768
60.5730387,6.6953329
60.5725091,6.6920646
60.572023,6.6903655
60.5718167,6.689738
60.5705121,6.682683
60.5847161,6.6142389
60.5852562,6.6126128
60.5854881,6.6119698
60.5863034,6.6099481
60.5876604,6.6062393
60.5877287,6.6059941
60.5936028,6.5841203
60.5936835,6.576743
60.5960557,6.564688
60.598795,6.5562292
60.6033184,6.546009
60.6043631,6.5446942
60.6047909,6.5440104
60.6124125,6.5366982
60.6139098,6.5361544
60.6140144,6.5361276
60.6147656,6.5358044
60.6153705,6.5354868
60.6168328,6.5348242
60.6221395,6.5323082
60.6223122,6.532213
60.6225675,6.5320561
60.6255117,6.5292893
60.6260304,6.5291291
60.6279496,6.5275325
60.6283107,6.5267627
60.6285305,6.5259952
60.6287889,6.5232664
60.6283844,6.5109578
60.6285153,6.4974381
60.6299025,6.4899681
60.6302892,6.4864022
60.6311602,6.4825929
60.6316093,6.4811088
60.6337632,6.472975
60.6338371,6.4725961
60.6356342,6.4657478
60.6358631,6.464985
60.6361452,6.4635148
60.636241,6.4623741
60.6357703,6.4531629
60.6356825,6.452643
60.6355801,6.4518193
60.6355916,6.4517378
60.6356635,6.4514152
60.6358267,6.4508323
60.6358621,6.4493092
60.6357243,6.4409427
60.636082,6.4401783
60.6363755,6.4397209
60.6365673,6.4394711
60.6367841,6.4392156
60.6372462,6.4387025
60.6373093,6.4386328
60.6385913,6.4372561
60.6392569,6.4366217
60.6417992,6.4361215
60.642033,6.4360571
60.6423152,6.4358672
60.6423158,6.4355648
60.6422153,6.4353507
60.6421592,6.4349188
60.642154,6.4337581
60.6278184,6.4011529
60.6275319,6.4009175
60.6273366,6.4005091
60.627155,6.4002062
60.6268918,6.3999868
60.6266277,6.3992474
60.6229408,6.3850106
60.6188465,6.3743502
60.6184945,6.3736475
60.6180918,6.3727342
60.6205727,6.3335016
60.6223135,6.3278021
60.6234086,6.3244946
60.6267415,6.3146395
60.6267725,6.3143686
60.62687,6.3131366
60.6268821,6.3128534
60.631141,6.2808725
60.6312975,6.2790674
60.6311594,6.2761116
60.6314896,6.272555
60.632171,6.2670001
60.6322065,6.2663591
60.6325429,6.2610698
60.6364592,6.2420026
60.6367949,6.2397113
60.6368883,6.2383018
60.6331476,6.2236328
60.633255,6.2154154
60.6347281,6.2081198
60.6381187,6.20258
60.6381311,6.2021108
60.6385843,6.1983659
60.6386207,6.1982207
60.6387137,6.1978501
60.638114,6.1771837
60.6379623,6.1764193
60.6375103,6.1735842
60.637701,6.1713043
60.6448485,6.1527446
60.6468908,6.137664
60.6461676,6.1349926
60.6461558,6.1346329
60.6461974,6.1338257
60.6469,6.114876
60.6470859,6.1128827
60.647204,6.1121024
60.647656,6.1097691
60.6478164,6.1088732
60.6462834,6.0978896
60.6461271,6.0895414
60.6461798,6.0787106
60.6473247,6.0695399
60.6471248,6.0664017
60.6468211,6.064897
60.6437305,6.0546631
60.6405068,6.0497278
60.6404404,6.0492557
60.6404089,6.0489392
60.6403931,6.048502
60.6407033,6.0447422
60.6407599,6.0441325
60.6409369,6.0423262
60.6410552,6.0410951
60.641167,6.0401054
60.6412945,6.0393463
60.6414701,6.0387254
60.6413057,6.0273957
60.642192,6.0238083
60.6452903,6.0156912
60.6471846,6.0111979
60.6469718,6.0074007
60.646667,6.0045338
60.6463577,6.0025266
60.646213,6.0002458
60.6462197,6.0000394
60.6462548,5.999144
60.644985,5.9925289
60.6367099,5.9636883
60.6375455,5.9611351
60.6375488,5.9580545
60.6375073,5.9568156
60.6374725,5.9557942
60.6373634,5.949789
60.6359709,5.9433353
60.6358427,5.9426781
60.6357894,5.9423992
60.634044,5.9298706
60.6294624,5.9199518
60.6271017,5.9116088
60.6273124,5.9064874
60.6264458,5.8982293
60.6269012,5.8963158
60.6269833,5.8960176
60.6270176,5.8958637
60.6272115,5.8938821
60.6271477,5.8930814
60.6247014,5.8807146
60.6219383,5.877297
60.6216681,5.8747626
60.6216783,5.8743643
60.6217155,5.8717927
60.6216257,5.8709968
60.6215229,5.8704665
60.6209026,5.8684993
60.6208935,5.8684717
60.6203075,5.8654687
60.6127153,5.8372829
60.6125077,5.833991
60.6122606,5.8330402
60.6119403,5.8322074
60.602538,5.8259002
60.6021663,5.8256866
60.5906772,5.8175564
60.5902484,5.8178616
60.5894193,5.8181881
60.5885559,5.8180393
60.5863529,5.8142815
60.5857016,5.812166
60.5833648,5.8011279
60.5830905,5.7973883
60.5829531,5.7958527
60.5828696,5.7951779
60.5827931,5.7946879
60.5826422,5.7938866
60.5823343,5.7925623
60.5817014,5.7901975
60.5815096,5.7894865
60.5807932,5.7858569
60.5795897,5.7771408
60.5756101,5.7735974
60.5642286,5.7630941
60.5634974,5.7622042
60.5623323,5.7606674
60.5606803,5.7581797
60.5585464,5.7542913
60.5577622,5.7520702
60.5570803,5.7502045
60.5566613,5.7493361
60.5545985,5.7454593
60.5504672,5.7378532
60.5503221,5.7375602
60.5485601,5.7336463
60.5471891,5.731228
60.5445636,5.7270881
60.5444769,5.7269742
60.5436739,5.7250523
60.5433033,5.7238561
60.5411444,5.722063
60.5354524,5.7220225
60.5324078,5.7241921
60.5298082,5.7248006
60.5293129,5.7249149
60.5256641,5.7254825
60.5240444,5.7257718
60.521297,5.7255649
60.5204098,5.7259034
60.5193624,5.7263012
60.5190295,5.726426
60.5137498,5.7267895
60.5128049,5.7266817
60.5124672,5.7265981
60.5108402,5.7260102
60.5106805,5.7258916
60.4974757,5.7325628
60.4907757,5.7347849
60.4862147,5.7351862
60.4815935,5.7438013
60.4809087,5.744719
60.4804458,5.7449655
60.4792062,5.7447353
60.4788159,5.7445731
60.4786746,5.7445161
60.477514,5.7442772
60.4774138,5.7442926
60.4773557,5.7442891
60.4772361,5.7442978
60.4771225,5.744315
60.4762655,5.7445931
60.4598751,5.7402053
60.4589073,5.7391925
60.4543406,5.7272569
60.4541926,5.7264612
60.4527163,5.7211921
60.4529375,5.7060585
60.4527862,5.7053207
60.4526653,5.7034358
60.4538387,5.687267
60.4551232,5.6837239
60.4554609,5.6827953
60.4559756,5.6813762
60.4565317,5.6777229
60.4563608,5.6763775
60.4562858,5.676044
60.4418596,5.6354908
60.4387428,5.6344096
60.4372271,5.634901
60.4241318,5.6336462
60.4236584,5.6298147
60.4240028,5.6273684
60.4242889,5.6263646
60.4243538,5.6263395
60.4244405,5.6261192
60.4244342,5.6259603
60.4247626,5.6252156
60.4265035,5.6224948
60.4268167,5.5921081
60.4272494,5.5902402
60.4273826,5.5896346
60.4275835,5.5887202
60.4277786,5.5769353
60.4277268,5.5764234
60.4273183,5.57392
60.4259198,5.570795
60.4254931,5.5699517
60.4243785,5.5657103
60.4220619,5.5543023
60.4221042,5.5486766
60.422107,5.5475543
60.4221341,5.5423266
60.422152,5.5415501
60.4221432,5.5387701
60.4218206,5.5352169
60.4216638,5.5343201
60.4211084,5.5319792
60.4207859,5.5305949
60.4207009,5.5302135
60.420421,5.5287586
60.4208154,5.5191316
60.4219248,5.5166623
60.4220903,5.5161446
60.4221367,5.5159998
60.4226146,5.5133846
60.4228655,5.5114145
60.423702,5.504564
60.41771,5.469223
60.4177376,5.4687211
60.4174595,5.466063
60.4172649,5.4653415
60.4171693,5.464582
60.4171779,5.4644766
60.4182427,5.4633634
60.4188432,5.4628551
60.4219134,5.4604434
60.4219512,5.4604773
60.4220952,5.4603539
60.4221097,5.4602732
60.4247042,5.4575253
60.4268665,5.4552745
60.4424147,5.4509528
60.4429314,5.4507302
60.448986,5.4461423
60.4538075,5.4436263
60.45621,5.4390813
60.4597141,5.4285043
60.4598442,5.4243802
60.4599041,5.4226851
60.4599236,5.4224302
60.4600148,5.4213171
60.4600426,5.4209952
60.4602848,5.4081093
60.4601751,5.4031128
60.4601115,5.4023969
60.4592901,5.3964679
60.458819,5.3924632
60.4588138,5.3919624
60.4588146,5.390394
60.4684933,5.371956
60.473098,5.361107
60.4759738,5.3537348
60.4763267,5.3533784
60.4764568,5.3534458
60.4766231,5.3533392
60.4766877,5.3532083
60.4767307,5.3527243
60.4766692,5.3524947
60.4767093,5.3507361
60.4759739,5.3343503
60.4729968,5.3315099
60.4726169,5.3311184
60.4718608,5.3302199
60.4646588,5.3246652
60.4615913,5.3206065
60.4523044,5.3230407
60.4507859,5.3238483
60.4456281,5.3256038
60.441482,5.3260722
60.4405245,5.3255633
60.4400501,5.3252827
60.4365537,5.3211839
60.4350078,5.3154356
60.4338455,5.3132043
60.4273781,5.3047689
60.4258455,5.3038529
60.4246663,5.3042808
60.4240639,5.3045396
60.4228195,5.3056277
60.420069,5.3098867
60.4190302,5.3113087
60.4187658,5.3116979
60.4175661,5.3137638
60.4154091,5.319868
60.4135084,5.322128
60.4132265,5.3223517
60.4119353,5.3231252
60.4116729,5.3232237
60.4110012,5.323292
60.4094585,5.322647
60.4093655,5.3226243
60.409285,5.3226047
60.4092256,5.3225902
60.4091925,5.3230696
60.4089474,5.3233292
60.4088796,5.323377
60.4079107,5.3236539
60.407862,5.3236749
60.4073147,5.3240564
60.4067667,5.3243669
60.4062368,5.3244676
60.40581,5.3242351
60.40513,5.3235721
60.4052592,5.3244459
60.4053193,5.324883
60.4050751,5.3253277
60.4047278,5.3250935
60.4044979,5.3245498
60.404452,5.3244905
60.404178,5.324344
60.4037273,5.3244387
60.4036397,5.3245033
60.4036295,5.3244627
60.4028756,5.324765
60.4020757,5.32523
60.4017918,5.3253679
60.4018551,5.3246523
60.4019464,5.3237512
60.4016037,5.323543
60.4012295,5.3228814
60.4010942,5.3226492
60.4008047,5.3224661
60.4007495,5.322466
60.4006837,5.3224691
60.3998828,5.32342
60.399697,5.3236782
60.3993963,5.323898
60.3991817,5.3238683
60.3991257,5.3238558
60.3990553,5.3238476
60.3986569,5.3240637
60.3981358,5.3247043
60.3976807,5.3254501
60.397547,5.3257274
60.3975178,5.3257979
60.3970791,5.3268108
60.3966814,5.3259261
60.3961807,5.3268934
60.3959235,5.3273739
60.395591,5.326512
60.3954889,5.3268507
60.3950705,5.3283873
60.3949795,5.3286017
60.3946819,5.329036
60.3942902,5.3294453
60.3939167,5.329828
60.3937117,5.3301352
60.3929163,5.3310276
60.3927688,5.330579
60.3924937,5.3300608
60.3928653,5.3286839
60.3929042,5.3285701
60.3930483,5.3280975
60.3931589,5.3274248
60.3931588,5.3271733
60.3932151,5.3267066
60.3933621,5.3260042
60.3935559,5.3251171
60.3941636,5.325309
60.3942462,5.3253234
