Latidude, Longitude
60.4219668,9.3811027
60.4221017,9.3718643
60.422162,9.371565
60.4224068,9.3705192
60.4260717,9.3641117
60.4273697,9.3601768
60.427612,9.3588819
60.4277964,9.3557645
60.4270315,9.3512133
60.4263659,9.3478999
60.4257926,9.3415775
60.4259018,9.337691
60.4265495,9.3333177
60.4266676,9.3327601
60.4272471,9.3301551
60.4276094,9.3284662
60.4284371,9.324561
60.4322573,9.3158927
60.4431364,9.3113088
60.4437791,9.3108787
60.4446314,9.3098298
60.4449365,9.3091322
60.44509,9.3034651
60.4448415,9.3015699
60.4440454,9.2953923
60.443959,9.2939847
60.444691,9.2860055
60.4450233,9.2843166
60.4479574,9.2777369
60.448321,9.277319
60.4501071,9.2759599
60.4505994,9.2757215
60.4558933,9.2690071
60.4605967,9.2576444
60.4623954,9.2536719
60.4628325,9.2532438
60.4641073,9.2518661
60.46756,9.2459071
60.4691289,9.2416975
60.4713166,9.2317786
60.4714668,9.2308917
60.4716572,9.2297655
60.4718375,9.2287034
60.4719214,9.2282097
60.4719814,9.2278581
60.4721814,9.2266864
60.477803,9.2249778
60.4782325,9.2247525
60.4858141,9.2032982
60.4856456,9.1994103
60.4857238,9.1987261
60.4862598,9.1958643
60.4865304,9.1948847
60.4874406,9.191426
60.487456,9.1913505
60.4878341,9.1888956
60.4879489,9.1875871
60.4879881,9.187037
60.4880409,9.1862769
60.4881109,9.1852917
60.4889911,9.1817485
60.489403,9.1805448
60.4909607,9.177713
60.4920204,9.176022
60.4935469,9.1737652
60.4950632,9.1717351
60.496224,9.1703717
60.4999724,9.1686573
60.500005,9.1686278
60.5001259,9.1685183
60.5003955,9.168274
60.50093,9.1677904
60.5010355,9.1676954
60.5016835,9.1671075
60.5038221,9.1651578
60.5100524,9.1637557
60.511755,9.1632976
60.5134777,9.1628364
60.516981,9.1614017
60.5175457,9.1609343
60.5181907,9.1603463
60.5187982,9.1598048
60.5206013,9.1596608
60.5221229,9.1604274
60.5260858,9.1604087
60.5331205,9.1541687
60.5359784,9.1508666
60.5384097,9.1480363
60.5409246,9.1462266
60.5418342,9.1458004
60.5424688,9.1455015
60.5434284,9.1450472
60.5444715,9.1444686
60.5452146,9.1439407
60.5479654,9.1410026
60.5492242,9.1392713
60.5498163,9.13846
60.5522938,9.1353011
60.5530746,9.1345197
60.5535338,9.1340357
60.5540961,9.1333563
60.5544665,9.1328471
60.5550906,9.1319346
60.555597,9.1312073
60.5571994,9.1297172
60.5572849,9.1296582
60.5575253,9.1294776
60.5584735,9.1286455
60.5636203,9.1180351
60.5690585,9.1142079
60.5709596,9.113414
60.5712257,9.1132525
60.571258,9.1130826
60.5711798,9.1126158
60.5711322,9.1121708
60.5715055,9.1112304
60.571715,9.1108131
60.5715571,9.1104426
60.5714387,9.1101647
60.5711697,9.1095973
60.5705449,9.1081729
60.5698787,9.1067287
60.569718,9.1063444
60.5694176,9.105708
60.568659,9.1040283
60.5681424,9.1029154
60.5681375,9.1025797
60.5679971,9.1026219
60.5676047,9.1017918
60.567473,9.1015013
60.5670013,9.1001004
60.5669455,9.0998984
60.5668937,9.0996829
60.5665997,9.0981069
60.5665752,9.0978772
60.5664542,9.0967002
60.5663959,9.0944036
60.5663518,9.0930251
60.5649923,9.0925771
60.5648437,9.0927397
60.5638857,9.0944127
60.5634543,9.0934055
60.5635337,9.0921894
60.5634982,9.091168
60.5634273,9.086892
60.5585561,9.0785519
60.5582719,9.0775299
60.5581819,9.0771081
60.5580849,9.0766471
60.5574809,9.0676143
60.5570893,9.0656736
60.5569052,9.064744
60.5568742,9.0645821
60.5564388,9.0624291
60.55621,9.060638
60.5560405,9.0578344
60.5582311,9.0534927
60.5601635,9.048315
60.5606657,9.0465137
60.5609221,9.0456127
60.561234,9.044483
60.5614864,9.0435915
60.561775,9.0423073
60.5626565,9.0345651
60.5632912,9.024445
60.5632811,9.023113
60.5632316,9.0226722
60.5632212,9.0218583
60.5632884,9.020957
60.5634742,9.0137414
60.5633669,9.0125566
60.5640042,9.0037089
60.5626715,8.9959525
60.5625933,8.9957969
60.5625234,8.9956837
60.5593221,8.9896898
60.5584282,8.9876616
60.5579825,8.9866437
60.557503,8.9856377
60.5556165,8.981108
60.5544555,8.9741669
60.5538197,8.9721264
60.545342,8.9522335
60.5452221,8.9513583
60.540586,8.9400051
60.5384534,8.9352343
60.5383994,8.9349593
60.5371582,8.9301715
60.5370032,8.9300105
60.5369188,8.9299185
60.5359095,8.9287155
60.5343632,8.9251992
60.5282433,8.9167987
60.5278908,8.9167154
60.5277412,8.9167087
60.527579,8.9167063
60.52739,8.916709
60.5253785,8.9152935
60.5191156,8.9081132
60.5189972,8.9079656
60.5189324,8.9078883
60.5167616,8.9052798
60.5137227,8.8990782
60.5071158,8.8916653
60.5033149,8.8859851
60.5020541,8.8824585
60.501938,8.8821482
60.5017395,8.8814937
60.5002081,8.8759848
60.5001361,8.8756734
60.5000998,8.8755306
60.4995878,8.8732731
60.498566,8.8673876
60.4983284,8.8653902
60.4977947,8.8584736
60.4961354,8.8527844
60.4911198,8.8465893
60.4896203,8.8399021
60.4896537,8.8384447
60.4896444,8.8382639
60.4895795,8.8364948
60.4883291,8.8274045
60.4875323,8.8223877
60.48745,8.8213138
60.4865578,8.8188998
60.4853037,8.8156352
60.4850635,8.814984
60.4836651,8.8107125
60.4827363,8.8084813
60.4813774,8.8057193
60.4810785,8.8042911
60.4808433,8.8034201
60.4795482,8.8025294
60.4729385,8.8009978
60.4689973,8.8011667
60.468604,8.8010176
60.4661872,8.7984116
60.4655542,8.7973072
60.461026,8.7929255
60.4577053,8.7898857
60.457707,8.7898177
60.4577106,8.7897233
60.4577155,8.7895914
60.4577388,8.7889259
60.4578801,8.7870142
60.4583853,8.7819307
60.4584718,8.7802435
60.4589919,8.7773435
60.4594638,8.775475
60.4599996,8.7734443
60.4606429,8.7714168
60.4607362,8.7708012
60.4613338,8.7679155
60.4614007,8.7674767
60.461592,8.765808
60.4616805,8.7649684
60.461699,8.764637
60.4616986,8.7642497
60.4615699,8.7620815
60.4614116,8.7609355
60.4613373,8.7603984
60.461188,8.7593114
60.4610898,8.7585729
60.4608822,8.7572302
60.4603335,8.7539884
60.4600011,8.7525414
60.4599,8.7519335
60.4595764,8.7506743
60.4588011,8.7492025
60.4574913,8.7471992
60.4568664,8.7469467
60.4560147,8.7457994
60.4558286,8.7454836
60.4551568,8.7443526
60.4546044,8.7434334
60.4544213,8.7432437
60.4524341,8.7410699
60.4522213,8.7376498
60.4522557,8.7354307
60.4524121,8.7336563
60.4523638,8.7318797
60.4522058,8.7309362
60.4515836,8.7273662
60.4515978,8.7267872
60.4515999,8.7266584
60.4516213,8.7252255
60.4516022,8.7249654
60.4515187,8.7231929
60.4520481,8.7208334
60.452174,8.7198756
60.45224,8.718514
60.4524762,8.7177113
60.4527833,8.7159015
60.4529326,8.714234
60.45297,8.7137866
60.4515469,8.6885192
60.4567543,8.6751806
60.4569619,8.6720404
60.45702,8.6439399
60.4592577,8.6202255
60.4612048,8.6135785
60.4663293,8.5860989
60.4695852,8.578063
60.4784077,8.5649126
60.4820834,8.5443619
60.4845073,8.5429372
60.4890003,8.53842
60.4906872,8.5337932
60.490739,8.5334397
60.4907734,8.5314711
60.4907391,8.528408
60.4896448,8.5188159
60.4878589,8.5127156
60.4867284,8.5096926
60.4855729,8.506595
60.4811104,8.4997248
60.4796084,8.4926967
60.4790804,8.488499
60.4739819,8.447734
60.4733041,8.4444832
60.4689168,8.4215572
60.4669188,8.4092585
60.4668003,8.4056111
60.4655009,8.402938
60.4634613,8.3997178
60.4596964,8.3901212
60.4589638,8.3837203
60.4586239,8.370792
60.4590245,8.3694167
60.4591181,8.3690573
60.4593329,8.3650317
60.460371,8.3609268
60.4622083,8.3527489
60.4623225,8.3512964
60.4624296,8.3499743
60.4628115,8.3470787
60.4629379,8.3462592
60.4630589,8.3454128
60.4637539,8.3428177
60.4648067,8.338855
60.46589,8.334322
60.4667315,8.3313929
60.4678971,8.3239478
60.4687222,8.3206458
60.4688948,8.3201049
60.4706633,8.3138822
60.4715428,8.3119726
60.4716161,8.3117822
60.4736145,8.3067912
60.474189,8.3056628
60.475159,8.3034806
60.4753626,8.3030756
60.4758023,8.3023556
60.4777358,8.2984472
60.4781991,8.2972697
60.4784271,8.2967098
60.4790119,8.2953066
60.4792246,8.294609
60.4798809,8.2920964
60.4802969,8.2904975
60.4803971,8.2900935
60.480463,8.2898259
60.4810984,8.2877186
60.482146,8.2830202
60.4822788,8.2823741
60.4829828,8.2790702
60.4831316,8.2785291
60.483446,8.2770196
60.4838472,8.2754443
60.4841826,8.2746726
60.4843069,8.2736976
60.4842927,8.2730978
60.4845223,8.2710367
60.4845598,8.2708163
60.4846198,8.2704688
60.4849846,8.2681583
60.4853309,8.2651317
60.4853728,8.2648808
60.4856275,8.2633479
60.4860065,8.2610603
60.4860361,8.2608911
60.4862158,8.2597769
60.4868732,8.2557012
60.4869825,8.2549501
60.4871264,8.2540314
60.4872605,8.2531981
60.487728,8.2513642
60.491982,8.2453098
60.492739,8.245761
60.4928749,8.2458717
60.4938213,8.24653
60.4963198,8.2444256
60.4965718,8.24386
60.499136,8.2395314
60.5000923,8.2393587
60.5002087,8.2393654
60.500747,8.2393668
60.5014562,8.2389802
60.5019921,8.2381159
60.5024629,8.2369827
60.503463,8.23641
60.5047441,8.236258
60.5064373,8.235577
60.5081033,8.2313813
60.508774,8.2309256
60.5104354,8.2294893
60.5176506,8.2298752
60.5212321,8.2308075
60.5289599,8.2347162
60.5293483,8.2202562
60.5278266,8.2128313
60.5277293,8.2103324
60.5282019,8.2093352
60.5282591,8.2092555
60.528799,8.2085696
60.5292702,8.2079858
60.5293905,8.2078438
60.5298886,8.2073336
60.5301468,8.2072052
60.530866,8.2072788
60.5322245,8.2084685
60.532775,8.2088028
60.5332129,8.2076484
60.533104,8.2058355
60.532777,8.2042095
60.5327192,8.2039126
60.5325863,8.2031505
60.5322546,8.2012578
60.532008,8.1998314
60.5318325,8.1988334
60.5317928,8.1985954
60.5316837,8.1979693
60.531635,8.1976921
60.5313986,8.1963479
60.5313476,8.1960546
60.5313147,8.1958653
60.5310766,8.1945227
60.5308411,8.1917816
60.5306437,8.1882125
60.5306345,8.1880385
60.5305545,8.1865448
60.5305396,8.1862711
60.5305349,8.186185
60.5304975,8.1855368
60.5304685,8.1850063
60.5303684,8.1832402
60.5303544,8.1829732
60.530292,8.1805879
60.5302711,8.1795121
60.5302523,8.1791066
60.5299479,8.1756078
60.5299749,8.1747934
60.5300112,8.1742994
60.5300896,8.173213
60.5301684,8.1721153
60.5302605,8.1708462
60.5302749,8.1706471
60.5303829,8.1690998
60.5304717,8.1678306
60.5305175,8.1671854
60.5305984,8.1661134
60.5306311,8.1656405
60.5307735,8.1636271
60.5307937,8.1633339
60.5309188,8.1615949
60.5310041,8.1604147
60.5310932,8.1576721
60.5310593,8.1572767
60.5309539,8.1561862
60.5307198,8.1537892
60.5304248,8.1507437
60.5302435,8.1488818
60.5300302,8.1472504
60.5299356,8.1468557
60.5298466,8.1465536
60.529036,8.1446841
60.5289569,8.1445065
60.5284977,8.1435064
60.5280377,8.1425071
60.5273928,8.1411206
60.527164,8.1406279
60.5266697,8.1395599
60.5253757,8.1379198
60.5245842,8.1358764
60.5244648,8.1344154
60.524313,8.1338731
60.5238442,8.1324276
60.5236596,8.1312522
60.5231972,8.1285168
60.5231057,8.1283114
60.5229481,8.1279989
60.5225309,8.1255983
60.52235,8.1220355
60.5223711,8.121969
60.5224161,8.1218605
60.5224745,8.121766
60.5220154,8.1197436
60.5219472,8.1191622
60.5217055,8.1184092
60.5216086,8.1181044
60.5214742,8.117771
60.5210205,8.1161454
60.5202974,8.1119822
60.5189173,8.1100139
60.5175378,8.1084544
60.5173853,8.1079989
60.5173544,8.1074552
60.5174193,8.1062402
60.5173175,8.1056941
60.5170687,8.1042601
60.5164064,8.1024729
60.5153808,8.100035
60.5149827,8.0992751
60.5143452,8.0984933
60.5064783,8.0929673
60.5062085,8.0927702
60.5055252,8.0921718
60.5044568,8.0912158
60.5038497,8.0904522
60.5014299,8.0819228
60.5011369,8.080642
60.5005427,8.0780824
60.4997328,8.0754304
60.4995713,8.0750084
60.4990495,8.073653
60.4981927,8.0714195
60.498126,8.0712443
60.497728,8.0702055
60.4974411,8.0694467
60.497114,8.0685881
60.4970718,8.0684869
